nOt.2.0.scaf00001	4597891
nOt.2.0.scaf00002	3090016
nOt.2.0.scaf00003	2642030
nOt.2.0.scaf00004	2481708
nOt.2.0.scaf00005	2334346
nOt.2.0.scaf00006	2199593
nOt.2.0.scaf00007	1818587
nOt.2.0.scaf00008	1649522
nOt.2.0.scaf00009	1573002
nOt.2.0.scaf00010	1526711
nOt.2.0.scaf00011	1478103
nOt.2.0.scaf00012	1396673
nOt.2.0.scaf00013	1347776
nOt.2.0.scaf00014	1245648
nOt.2.0.scaf00015	1203411
nOt.2.0.scaf00016	1170014
nOt.2.0.scaf00017	1162931
nOt.2.0.scaf00018	1079475
nOt.2.0.scaf00019	1067547
nOt.2.0.scaf00020	1014202
nOt.2.0.scaf00021	934076
nOt.2.0.scaf00022	883883
nOt.2.0.scaf00023	883845
nOt.2.0.scaf00024	850115
nOt.2.0.scaf00025	809317
nOt.2.0.scaf00026	771566
nOt.2.0.scaf00027	746309
nOt.2.0.scaf00028	672089
nOt.2.0.scaf00029	636341
nOt.2.0.scaf00030	572807
nOt.2.0.scaf00031	538145
nOt.2.0.scaf00032	529262
nOt.2.0.scaf00033	527482
nOt.2.0.scaf00034	522501
nOt.2.0.scaf00035	518468
nOt.2.0.scaf00036	512050
nOt.2.0.scaf00037	488680
nOt.2.0.scaf00038	479804
nOt.2.0.scaf00039	476769
nOt.2.0.scaf00040	472657
nOt.2.0.scaf00041	462380
nOt.2.0.scaf00042	439133
nOt.2.0.scaf00043	426384
nOt.2.0.scaf00044	367309
nOt.2.0.scaf00045	350231
nOt.2.0.scaf00046	324087
nOt.2.0.scaf00047	323915
nOt.2.0.scaf00048	323024
nOt.2.0.scaf00049	321855
nOt.2.0.scaf00050	315260
nOt.2.0.scaf00051	308971
nOt.2.0.scaf00052	295991
nOt.2.0.scaf00053	281177
nOt.2.0.scaf00054	262316
nOt.2.0.scaf00055	258350
nOt.2.0.scaf00056	255245
nOt.2.0.scaf00057	244272
nOt.2.0.scaf00058	243897
nOt.2.0.scaf00059	243873
nOt.2.0.scaf00060	241379
nOt.2.0.scaf00061	212000
nOt.2.0.scaf00062	210801
nOt.2.0.scaf00063	194230
nOt.2.0.scaf00064	190392
nOt.2.0.scaf00065	186736
nOt.2.0.scaf00066	173538
nOt.2.0.scaf00067	163424
nOt.2.0.scaf00068	157318
nOt.2.0.scaf00069	152934
nOt.2.0.scaf00070	151947
nOt.2.0.scaf00071	149045
nOt.2.0.scaf00072	144287
nOt.2.0.scaf00073	142745
nOt.2.0.scaf00074	110947
nOt.2.0.scaf00075	110301
nOt.2.0.scaf00076	103066
nOt.2.0.scaf00077	101365
nOt.2.0.scaf00078	101000
nOt.2.0.scaf00079	100732
nOt.2.0.scaf00080	98588
nOt.2.0.scaf00081	96234
nOt.2.0.scaf00082	92997
nOt.2.0.scaf00083	87151
nOt.2.0.scaf00084	85495
nOt.2.0.scaf00085	75609
nOt.2.0.scaf00086	69598
nOt.2.0.scaf00087	67983
nOt.2.0.scaf00088	53062
nOt.2.0.scaf00089	50688
nOt.2.0.scaf00090	50657
nOt.2.0.scaf00091	46140
nOt.2.0.scaf00092	40047
nOt.2.0.scaf00093	37448
nOt.2.0.scaf00094	36053
nOt.2.0.scaf00095	32543
nOt.2.0.scaf00096	31840
nOt.2.0.scaf00097	31763
nOt.2.0.scaf00098	29502
nOt.2.0.scaf00099	29451
nOt.2.0.scaf00100	26697
nOt.2.0.scaf00101	22980
nOt.2.0.scaf00102	17070
nOt.2.0.scaf00103	16655
nOt.2.0.scaf00104	15875
nOt.2.0.scaf00105	9512
nOt.2.0.scaf00106	7240
nOt.2.0.scaf00107	7011
nOt.2.0.scaf00108	6407
nOt.2.0.scaf00109	6085
nOt.2.0.scaf00110	6002
nOt.2.0.scaf00111	5860
nOt.2.0.scaf00112	5129
nOt.2.0.scaf00113	3660
nOt.2.0.scaf00114	3657
nOt.2.0.scaf00115	3610
nOt.2.0.scaf00116	3465
nOt.2.0.scaf00117	3388
nOt.2.0.scaf00118	3304
nOt.2.0.scaf00119	3291
nOt.2.0.scaf00120	3228
nOt.2.0.scaf00121	3221
nOt.2.0.scaf00122	3156
nOt.2.0.scaf00123	3038
nOt.2.0.scaf00124	3005
nOt.2.0.scaf00125	2777
nOt.2.0.scaf00126	2734
nOt.2.0.scaf00127	2537
