nOt.2.0.scaf00128	2511
nOt.2.0.scaf00129	2490
nOt.2.0.scaf00130	2489
nOt.2.0.scaf00131	2435
nOt.2.0.scaf00132	2396
nOt.2.0.scaf00133	2242
nOt.2.0.scaf00134	2100
nOt.2.0.scaf00135	1840
nOt.2.0.scaf00136	1825
nOt.2.0.scaf00137	1787
nOt.2.0.scaf00138	1766
nOt.2.0.scaf00139	1679
nOt.2.0.scaf00140	1587
nOt.2.0.scaf00141	1559
nOt.2.0.scaf00142	1536
nOt.2.0.scaf00143	1530
nOt.2.0.scaf00144	1480
nOt.2.0.scaf00145	1364
nOt.2.0.scaf00146	1364
nOt.2.0.scaf00147	1343
nOt.2.0.scaf00148	1340
nOt.2.0.scaf00149	1301
nOt.2.0.scaf00150	1263
nOt.2.0.scaf00151	1249
nOt.2.0.scaf00152	1211
nOt.2.0.scaf00153	1101
nOt.2.0.scaf00154	1071
nOt.2.0.scaf00155	1046
nOt.2.0.scaf00156	1038
nOt.2.0.scaf00157	1021
nOt.2.0.scaf00158	990
nOt.2.0.scaf00159	968
nOt.2.0.scaf00160	961
nOt.2.0.scaf00161	957
nOt.2.0.scaf00162	949
nOt.2.0.scaf00163	941
nOt.2.0.scaf00164	930
nOt.2.0.scaf00165	903
nOt.2.0.scaf00166	892
nOt.2.0.scaf00167	883
nOt.2.0.scaf00168	846
nOt.2.0.scaf00169	844
nOt.2.0.scaf00170	837
nOt.2.0.scaf00171	800
nOt.2.0.scaf00172	777
nOt.2.0.scaf00173	739
nOt.2.0.scaf00174	697
nOt.2.0.scaf00175	697
nOt.2.0.scaf00176	684
nOt.2.0.scaf00177	677
nOt.2.0.scaf00178	668
nOt.2.0.scaf00179	624
nOt.2.0.scaf00180	610
nOt.2.0.scaf00181	610
nOt.2.0.scaf00182	607
nOt.2.0.scaf00183	604
nOt.2.0.scaf00184	568
nOt.2.0.scaf00185	559
nOt.2.0.scaf00186	559
nOt.2.0.scaf00187	548
nOt.2.0.scaf00188	545
nOt.2.0.scaf00189	514
nOt.2.0.scaf00190	512
nOt.2.0.scaf00191	507
